SGG_CD,SGG_NM,BJDONG_CD,BJDONG_NM,BOBN,BUBN,FLR_NO,CNTRCT_DE,RENT_GBN,RENT_AREA,RENT_GTN,RENT_FEE,BLDG_NM,BUILD_YEAR,HOUSE_GBN_NM
11140,중구,16500,황학동,0819,0000,13.0,2023-01-31,전세,22.52,16000,0,	DUO302	,2014,오피스텔
11560,영등포구,11800,도림동,0265,0001,8.0,2023-01-31,전세,48.75,25000,0,	도림동 하나아파텔(1차)	,2003,오피스텔
11230,동대문구,10400,전농동,0103,0276,5.0,2023-01-31,월세,63.16,22000,19,(103-276),2007,연립다세대
11620,관악구,10300,남현동,1079,0035,1.0,2023-01-31,월세,37.86,18000,10,(1079-35),1986,연립다세대
11710,송파구,10400,송파동,0112,0008,4.0,2023-01-31,월세,64.84,1000,62,(112-8),2014,연립다세대
11545,금천구,10300,시흥동,0113,0004,2.0,2023-01-31,전세,17.68,12000,0,(113-4),2018,오피스텔
11620,관악구,10200,신림동,0120,0044,3.0,2023-01-31,전세,108.0,27000,0,(120-44),1996,연립다세대
11710,송파구,10700,가락동,0148,0010,4.0,2023-01-31,월세,16.55,11000,3,(148-10),2014,연립다세대
11710,송파구,10500,석촌동,0150,0016,4.0,2023-01-31,월세,24.25,17000,10,(150-16),2003,연립다세대
11710,송파구,10500,석촌동,0166,0012,2.0,2023-01-31,월세,12.0,1000,55,(166-12),2013,연립다세대
11110,종로구,10900,누상동,0166,0096,3.0,2023-01-31,월세,36.44,12000,30,(166-96),1998,연립다세대
11710,송파구,10600,삼전동,0017,0005,4.0,2023-01-31,월세,19.5,7000,20,(17-5),2002,연립다세대
11710,송파구,10400,송파동,0022,0011,2.0,2023-01-31,월세,49.06,13000,37,(22-11),2007,연립다세대
11440,마포구,10800,대흥동,0022,0042,3.0,2023-01-31,전세,18.9,15000,0,(22-42),2020,연립다세대
11215,광진구,10300,구의동,0221,0020,2.0,2023-01-31,월세,55.71,1000,40,(221-20),2006,연립다세대
11215,광진구,10300,구의동,0224,0053,4.0,2023-01-31,전세,18.4,11000,0,(224-53),2012,연립다세대
11500,강서구,10300,화곡동,0024,0023,3.0,2023-01-31,전세,48.21,14600,0,(24-23),2002,연립다세대
11560,영등포구,12800,양평동4가,0260,0002,3.0,2023-01-31,월세,16.1,1000,52,(260-2),2012,연립다세대
11560,영등포구,13200,신길동,0276,0014,-1.0,2023-01-31,전세,38.25,11000,0,(276-14),1995,연립다세대
11620,관악구,10100,봉천동,0028,0030,3.0,2023-01-31,월세,28.32,21000,16,(28-30),2016,연립다세대
11290,성북구,11400,삼선동4가,0323,0000,4.0,2023-01-31,월세,21.11,1000,60,(323-0),2008,연립다세대
11650,서초구,10200,양재동,0352,0012,4.0,2023-01-31,전세,29.97,30000,0,(352-12),2014,연립다세대
11110,종로구,17000,명륜1가,0036,0016,3.0,2023-01-31,월세,13.69,1000,55,(36-16),2009,연립다세대
11710,송파구,10400,송파동,0036,0003,3.0,2023-01-31,월세,29.63,10000,36,(36-3),2013,연립다세대
11140,중구,14300,장충동1가,0038,0096,4.0,2023-01-31,월세,23.74,2000,73,(38-96),2013,연립다세대
11710,송파구,10600,삼전동,0043,0006,3.0,2023-01-31,전세,25.34,13450,0,(43-6),2011,연립다세대
11710,송파구,10800,문정동,0046,0001,3.0,2023-01-31,월세,21.21,1000,60,(46-1),2016,연립다세대
11305,강북구,10300,수유동,0486,0420,-1.0,2023-01-31,월세,47.52,1000,60,(486-420),1995,연립다세대
11260,중랑구,10500,망우동,0503,0006,4.0,2023-01-31,월세,43.61,6000,100,(503-6),2022,연립다세대
11710,송파구,10800,문정동,0063,0015,3.0,2023-01-31,전세,47.7,27500,0,(63-15),2014,연립다세대
11650,서초구,10700,반포동,0703,0014,2.0,2023-01-31,전세,20.94,16500,0,(703-14),2012,연립다세대
11680,강남구,10100,역삼동,0774,0030,-1.0,2023-01-31,월세,29.58,1000,60,(774-30),2001,연립다세대
11710,송파구,10400,송파동,0085,0015,2.0,2023-01-31,월세,23.21,700,56,(85-15),2003,연립다세대
11500,강서구,10300,화곡동,0876,0018,1.0,2023-01-31,전세,42.74,13650,0,(876-18),1986,연립다세대
11260,중랑구,10100,면목동,0090,0001,6.0,2023-01-31,전세,39.74,26000,0,(90-1),2015,연립다세대
11215,광진구,10100,중곡동,0150,0033,2.0,2023-01-31,전세,48.16,26000,0,150-33,2015,연립다세대
11740,강동구,10900,천호동,0165,0005,7.0,2023-01-31,전세,23.69,28100,0,165-5,2020,연립다세대
11620,관악구,10200,신림동,0098,0135,3.0,2023-01-31,전세,28.04,17400,0,98-135,2014,연립다세대
11170,용산구,12200,문배동,0024,0006,16.0,2023-01-31,전세,97.24,69000,0,CJ나인파크,2007,아파트
11650,서초구,10800,서초동,1584,0006,6.0,2023-01-31,월세,26.59,4000,150,DK밸리뷰시티,2019,아파트
11410,서대문구,11900,북가좌동,0481,0000,27.0,2023-01-31,전세,84.92,55000,0,DMC래미안e편한세상,2012,아파트
11410,서대문구,12000,남가좌동,0389,0000,11.0,2023-01-31,월세,59.79,10000,180,DMC에코자이,2019,아파트
11410,서대문구,12000,남가좌동,0385,0000,8.0,2023-01-31,전세,84.97,55000,0,DMC파크뷰자이1단지,2015,아파트
11410,서대문구,12000,남가좌동,0384,0000,10.0,2023-01-31,월세,84.99,50000,60,DMC파크뷰자이2단지,2015,아파트
11740,강동구,10500,길동,0367,0014,6.0,2023-01-31,전세,29.95,25000,0,DYD도시공간,2016,연립다세대
11260,중랑구,10500,망우동,0506,0008,5.0,2023-01-31,월세,13.55,1000,43,EGSoulLeader,2012,아파트
11680,강남구,10600,대치동,0934,0018,5.0,2023-01-31,전세,27.65,29000,0,LaTERRASSE1,2016,연립다세대
11290,성북구,12400,안암동4가,0015,0005,4.0,2023-01-31,월세,12.68,1000,42,MAIBAUM안암,2011,연립다세대
11680,강남구,10100,역삼동,0758,0013,2.0,2023-01-31,월세,44.62,3000,80,SUNHOUSE,2003,연립다세대
11560,영등포구,10400,영등포동3가,0020,0000,11.0,2023-01-31,전세,16.72,16500,0,WD스퀘어,2020,오피스텔
11650,서초구,10800,서초동,1508,0002,3.0,2023-01-31,전세,46.2,23000,0,WhiteRoseVill,2001,연립다세대
11590,동작구,10200,상도동,0903,0000,25.0,2023-01-31,전세,84.97,69800,0,e편한세상상도노빌리티,2018,아파트
11410,서대문구,11000,북아현동,0149,0000,14.0,2023-01-31,전세,59.97,58800,0,e편한세상신촌3단지,2018,아파트
11710,송파구,10700,가락동,0140,0000,15.0,2023-01-31,전세,84.69,55000,0,가락(1차)쌍용아파트,1997,아파트
11710,송파구,10700,가락동,0153,0000,2.0,2023-01-31,전세,84.72,40000,0,가락(2차)현대빌라,1988,연립다세대
11545,금천구,10100,가산동,0233,0005,18.0,2023-01-31,전세,17.69,14000,0,가산 센트럴 푸르지오 시티,2020,오피스텔
11545,금천구,10100,가산동,0233,0005,20.0,2023-01-31,월세,17.69,11500,21,가산 센트럴 푸르지오 시티,2020,오피스텔
11500,강서구,10400,가양동,1461,0000,4.0,2023-01-31,전세,34.44,15500,0,가양2단지(성지),1992,아파트
11680,강남구,11100,세곡동,0616,0000,4.0,2023-01-31,월세,42.46,3000,130,강남 드림하이 오피스텔,2018,오피스텔
11680,강남구,11500,수서동,0795,0000,9.0,2023-01-31,전세,59.81,50000,0,강남데시앙포레,2014,아파트
11680,강남구,11500,수서동,0795,0000,9.0,2023-01-31,전세,59.81,50000,0,강남데시앙포레,2014,아파트
11680,강남구,10100,역삼동,0825,0020,5.0,2023-01-31,전세,24.61,25000,0,강남역 센트럴 푸르지오 시티,2015,오피스텔
11680,강남구,10100,역삼동,0825,0020,11.0,2023-01-31,전세,24.63,27000,0,강남역 센트럴 푸르지오 시티,2015,오피스텔
11680,강남구,10100,역삼동,0824,0049,9.0,2023-01-31,전세,17.34,23100,0,강남역투웨니퍼스트102동,2019,오피스텔
11680,강남구,11200,자곡동,0602,0000,6.0,2023-01-31,월세,74.97,30000,130,강남자곡아이파크,2014,아파트
11740,강동구,11000,강일동,0114,0000,8.0,2023-01-31,월세,49.82,29000,10,강동리버스트4단지,2020,아파트
11740,강동구,11000,강일동,0114,0000,2.0,2023-01-31,전세,59.99,27011,0,강동리버스트4단지,2020,아파트
11740,강동구,11000,강일동,0114,0000,6.0,2023-01-31,전세,59.99,27011,0,강동리버스트4단지,2020,아파트
11740,강동구,11000,강일동,0114,0000,8.0,2023-01-31,전세,84.88,31500,0,강동리버스트4단지,2020,아파트
11500,강서구,10100,염창동,0240,0001,12.0,2023-01-31,월세,84.91,40000,60,강변월드메르디앙,2010,아파트
11500,강서구,10300,화곡동,1165,0000,7.0,2023-01-31,월세,84.99,30000,110,강서힐스테이트,2015,아파트
11680,강남구,10300,개포동,1282,0000,8.0,2023-01-31,월세,59.92,70000,15,개포래미안포레스트,2020,아파트
11680,강남구,10600,대치동,0503,0000,15.0,2023-01-31,전세,84.81,92000,0,개포우성1,1983,아파트
11680,강남구,10300,개포동,0185,0000,1.0,2023-01-31,전세,73.02,40000,0,개포주공6단지,1983,아파트
11680,강남구,10300,개포동,0185,0000,11.0,2023-01-31,월세,73.02,4000,160,개포주공6단지,1983,아파트
11680,강남구,10300,개포동,0185,0000,7.0,2023-01-31,전세,83.7,46000,0,개포주공7단지,1983,아파트
11380,은평구,10400,갈현동,0419,0020,6.0,2023-01-31,전세,59.6,34000,0,거성리젠시,2014,연립다세대
11740,강동구,10700,암사동,0450,0011,3.0,2023-01-31,전세,53.84,28300,0,거성스타힐(450-11),2011,연립다세대
11740,강동구,10700,암사동,0450,0017,3.0,2023-01-31,전세,54.7,27550,0,거성스타힐(450-17),2011,연립다세대
11710,송파구,11300,거여동,0290,0000,10.0,2023-01-31,월세,39.6,7000,70,거여1단지,1997,아파트
11710,송파구,11300,거여동,0290,0000,9.0,2023-01-31,전세,49.8,34000,0,거여1단지,1997,아파트
11350,노원구,10400,하계동,0271,0003,1.0,2023-01-31,월세,53.14,22000,25,건영,1988,아파트
11350,노원구,10400,하계동,0271,0003,1.0,2023-01-31,월세,53.14,22000,25,건영,1988,아파트
11620,관악구,10200,신림동,0721,0002,3.0,2023-01-31,전세,43.92,17000,0,건영2,1988,아파트
11560,영등포구,11800,도림동,0205,0043,4.0,2023-01-31,월세,56.43,13000,45,경산아트빌B동(205-43),2002,연립다세대
11740,강동구,10200,고덕동,0693,0000,14.0,2023-01-31,전세,84.24,68000,0,고덕그라시움,2019,아파트
11740,강동구,10300,상일동,0490,0000,5.0,2023-01-31,전세,84.98,52900,0,고덕리엔파크3단지,2011,아파트
11740,강동구,10200,고덕동,0210,0001,29.0,2023-01-31,전세,59.09,50000,0,고덕센트럴푸르지오,2020,아파트
11740,강동구,10300,상일동,0519,0000,9.0,2023-01-31,월세,59.98,7200,61,고덕아르테온,2020,아파트
11740,강동구,10300,상일동,0521,0000,14.0,2023-01-31,월세,59.94,40000,45,고덕자이,2021,아파트
11740,강동구,10100,명일동,0257,0000,6.0,2023-01-31,전세,83.93,40000,0,고덕주공9,1985,아파트
11590,동작구,10100,노량진동,0333,0000,2.0,2023-01-31,월세,29.55,2000,98,고려교육타워-어바니엘한강,2018,아파트
11530,구로구,10600,고척동,0100,0007,10.0,2023-01-31,월세,79.93,24000,52,고척아이파크(주상복합),2022,아파트
11740,강동구,10900,천호동,0038,0016,2.0,2023-01-31,월세,29.6,19420,4,골든팰리스빌,2018,연립다세대
11350,노원구,10300,공릉동,0743,0000,13.0,2023-01-31,전세,84.93,39000,0,공릉동한보에센시티아파트,2000,아파트
11560,영등포구,11000,여의도동,0021,0002,8.0,2023-01-31,전세,91.97,40000,0,공작,1976,아파트
11620,관악구,10100,봉천동,1712,0000,8.0,2023-01-31,전세,84.96,43000,0,관악드림(삼성),2003,아파트
11620,관악구,10100,봉천동,1717,0000,4.0,2023-01-31,월세,59.58,20000,80,관악푸르지오,2004,아파트
11620,관악구,10100,봉천동,1717,0000,17.0,2023-01-31,전세,59.58,36750,0,관악푸르지오,2004,아파트
11620,관악구,10100,봉천동,1717,0000,3.0,2023-01-31,전세,84.75,45000,0,관악푸르지오,2004,아파트
11215,광진구,10400,광장동,0576,0000,3.0,2023-01-31,전세,59.97,45000,0,광장현대9단지,1999,아파트
11215,광진구,10400,광장동,0582,0000,4.0,2023-01-31,전세,131.96,131250,0,광장힐스테이트,2012,아파트
11740,강동구,10700,암사동,0488,0021,2.0,2023-01-31,월세,52.83,8265,19,광채빌라,2022,연립다세대
11380,은평구,11400,진관동,0028,0000,2.0,2023-01-31,전세,59.98,13935,0,구파발10단지래미안(1001~1010동)장기전세BL3-4,2010,아파트
11380,은평구,11400,진관동,0028,0000,12.0,2023-01-31,전세,59.98,14598,0,구파발10단지래미안(1001~1010동)장기전세BL3-4,2010,아파트
11380,은평구,11400,진관동,0028,0000,11.0,2023-01-31,전세,84.69,20095,0,구파발10단지래미안(1001~1010동)장기전세BL3-4,2010,아파트
11380,은평구,11400,진관동,0029,0000,14.0,2023-01-31,전세,84.85,32825,0,구파발10단지래미안(1020~1028동)임대BL3-5,2012,아파트
11380,은평구,11400,진관동,0022,0000,8.0,2023-01-31,전세,84.84,32825,0,구파발9단지래미안(901~915동)임대BL3-3,2010,아파트
11590,동작구,10900,신대방동,0364,0170,2.0,2023-01-31,전세,29.72,24200,0,그린나래,2018,연립다세대
11215,광진구,10400,광장동,0218,0001,12.0,2023-01-31,월세,75.55,44000,20,극동2,1989,아파트
11320,도봉구,10500,쌍문동,0494,0001,3.0,2023-01-31,전세,47.48,33000,0,글로리아캐슬쌍문2차,2020,연립다세대
11170,용산구,11700,원효로3가,0043,0001,13.0,2023-01-31,전세,28.15,30000,0,금강프라임타워,2021,연립다세대
11590,동작구,10200,상도동,0256,0216,2.0,2023-01-31,전세,53.58,21000,0,금성빌리지,1994,연립다세대
11545,금천구,10200,독산동,1155,0000,18.0,2023-01-31,월세,59.97,15000,129,금천롯데캐슬골드파크3차,2018,아파트
11200,성동구,10800,응봉동,0098,0000,11.0,2023-01-31,월세,59.91,18000,60,금호현대,1990,아파트
11305,강북구,10200,번동,0191,0000,4.0,2023-01-31,월세,59.94,24000,20,기산그린,2000,아파트
11740,강동구,10500,길동,0349,0007,4.0,2023-01-31,전세,29.82,17000,0,길동오피스텔,2002,오피스텔
11740,강동구,10500,길동,0400,0000,1.0,2023-01-31,전세,57.1,36000,0,길동우성,1994,아파트
11290,성북구,13400,길음동,1281,0000,18.0,2023-01-31,전세,84.64,45000,0,길음뉴타운4단지(e편한세상),2005,아파트
11290,성북구,13400,길음동,1284,0000,5.0,2023-01-31,월세,59.99,30000,50,길음뉴타운8단지(래미안),2010,아파트
11290,성북구,10300,돈암동,0643,0000,15.0,2023-01-31,전세,84.98,45000,0,길음역금호어울림센터힐,2014,아파트
11290,성북구,13800,장위동,0323,0000,7.0,2023-01-31,월세,59.1,27000,40,꿈의숲아이파크,2022,아파트
11290,성북구,13800,장위동,0323,0000,2.0,2023-01-31,전세,84.47,65000,0,꿈의숲아이파크,2022,아파트
11500,강서구,10100,염창동,0264,0026,3.0,2023-01-31,전세,27.72,24000,0,노블레르,2019,오피스텔
11200,성동구,10100,상왕십리동,0750,0000,3.0,2023-01-31,월세,30.81,3000,58,노블리안,2003,오피스텔
11350,노원구,10500,상계동,0706,0002,16.0,2023-01-31,전세,18.96,14000,0,노원역 보미더클래스 오피스텔,2023,오피스텔
11380,은평구,10700,응암동,0769,0000,18.0,2023-01-31,전세,59.97,45000,0,녹번역e편한세상캐슬,2021,아파트
11740,강동구,10500,길동,0456,0004,19.0,2023-01-31,전세,23.39,28800,0,다성이즈빌,2018,아파트
11740,강동구,10900,천호동,0320,0000,3.0,2023-01-31,전세,46.55,38000,0,다성이즈빌(320),2017,아파트
11740,강동구,10100,명일동,0312,0007,5.0,2023-01-31,전세,41.81,10000,0,다온팰리스,2019,연립다세대
11215,광진구,10100,중곡동,0035,0003,6.0,2023-01-31,전세,26.99,25500,0,다우하우스,2018,연립다세대
11260,중랑구,10100,면목동,0066,0036,4.0,2023-01-31,전세,26.44,20000,0,다윈프라임빌,2022,연립다세대
11560,영등포구,13300,대림동,0737,0006,3.0,2023-01-31,월세,22.23,200,47,다이얼로그737,2022,연립다세대
11560,영등포구,13300,대림동,0737,0006,2.0,2023-01-31,월세,22.26,200,46,다이얼로그737,2022,연립다세대
11560,영등포구,13300,대림동,0737,0006,3.0,2023-01-31,월세,22.26,6260,8,다이얼로그737,2022,연립다세대
11560,영등포구,11100,당산동1가,0223,0012,3.0,2023-01-31,전세,28.83,22050,0,당산빌리지,2015,연립다세대
11560,영등포구,11300,당산동3가,0002,0006,3.0,2023-01-31,월세,73.87,15000,85,당산한양,1986,아파트
11380,은평구,10600,대조동,0185,0071,9.0,2023-01-31,월세,14.66,5000,40,대덕타워,2013,아파트
11350,노원구,10300,공릉동,0380,0001,4.0,2023-01-31,전세,59.34,30000,0,대동아파트2,1999,아파트
11500,강서구,10800,공항동,0045,0019,11.0,2023-01-31,월세,23.64,500,45,대룡드림타워-Ⅱ,2005,오피스텔
11530,구로구,10100,신도림동,0642,0000,10.0,2023-01-31,전세,59.9,40000,0,대림1,1999,아파트
11590,동작구,10800,대방동,0501,0000,6.0,2023-01-31,전세,59.84,49000,0,대림아파트,1993,아파트
11380,은평구,10100,수색동,0415,0001,5.0,2023-01-31,전세,59.9,27000,0,대림한숲(DMC이편한세상),2003,아파트
11380,은평구,10100,수색동,0415,0001,2.0,2023-01-31,전세,84.95,35000,0,대림한숲(DMC이편한세상),2003,아파트
11650,서초구,10100,방배동,0766,0012,3.0,2023-01-31,전세,46.27,30000,0,대양리치빌Ⅱ,2016,연립다세대
11560,영등포구,13300,대림동,0737,0011,4.0,2023-01-31,월세,29.66,100,45,대정이오스,2022,연립다세대
11680,강남구,10600,대치동,0891,0063,8.0,2023-01-31,월세,18.45,120,120,대치트레비스타 102동,2020,오피스텔
11380,은평구,10400,갈현동,0549,0000,5.0,2023-01-31,전세,31.15,21000,0,대한웰빙홈,2018,아파트
11740,강동구,10900,천호동,0018,0093,2.0,2023-01-31,월세,48.52,3000,180,더숨153,2022,연립다세대
11230,동대문구,10600,장안동,0342,0008,13.0,2023-01-31,월세,26.53,10000,50,더아모르,2023,오피스텔
11470,양천구,10200,목동,0537,0011,2.0,2023-01-31,전세,28.0,23000,0,더캐슬,2015,연립다세대
11590,동작구,10800,대방동,0375,0005,3.0,2023-01-31,전세,29.72,28000,0,더클래스,2018,연립다세대
11560,영등포구,11000,여의도동,0017,0009,13.0,2023-01-31,월세,23.63,12500,44,더하우스 소호 여의도 오피스텔,2017,오피스텔
11650,서초구,10100,방배동,0916,0027,5.0,2023-01-31,전세,25.21,33600,0,데코아트빌7차,2018,연립다세대
11680,강남구,11800,도곡동,0527,0000,7.0,2023-01-31,전세,59.98,73000,0,도곡렉슬,2006,아파트
11680,강남구,11800,도곡동,0933,0000,1.0,2023-01-31,전세,66.95,52000,0,도곡쌍용예가,1978,아파트
11560,영등포구,11800,도림동,0250,0020,5.0,2023-01-31,월세,35.6,12200,43,도림브라보역세권청년주택,2021,아파트
11500,강서구,10300,화곡동,0156,0006,4.0,2023-01-31,전세,29.97,16800,0,도원솔비치,2015,연립다세대
11410,서대문구,10900,현저동,0200,0000,20.0,2023-01-31,전세,59.58,42000,0,독립문극동(200-0),1998,아파트
11410,서대문구,10900,현저동,0200,0000,7.0,2023-01-31,전세,102.45,62800,0,독립문극동(200-0),1998,아파트
11545,금천구,10200,독산동,0964,0014,4.0,2023-01-31,월세,45.81,9275,9,독산파크빌가동나동,2022,연립다세대
11290,성북구,10300,돈암동,0015,0001,5.0,2023-01-31,월세,59.4,10000,76,돈암동삼성,1999,아파트
11410,서대문구,10500,냉천동,0261,0000,9.0,2023-01-31,전세,114.98,100000,0,돈의문센트레빌,2011,아파트
11650,서초구,10100,방배동,0904,0009,1.0,2023-01-31,전세,57.13,40000,0,동남서원명문가,2014,연립다세대
11530,구로구,10800,오류동,0336,0000,13.0,2023-01-31,월세,59.98,200,40,동부(101동~103동),1998,아파트
11290,성북구,10300,돈암동,0633,0000,20.0,2023-01-31,전세,80.54,39000,0,동부센트레빌,2003,아파트
11170,용산구,12900,이촌동,0434,0000,13.0,2023-01-31,전세,84.97,55000,0,동원베네스트,2005,아파트
11680,강남구,10100,역삼동,0745,0013,7.0,2023-01-31,월세,76.91,50000,140,동원스위트뷰역삼,2017,아파트
11680,강남구,10100,역삼동,0745,0013,6.0,2023-01-31,월세,84.83,63000,30,동원스위트뷰역삼,2017,아파트
11530,구로구,10700,개봉동,0335,0001,10.0,2023-01-31,전세,67.36,23100,0,동인,1989,아파트
11260,중랑구,10100,면목동,1286,0001,4.0,2023-01-31,전세,84.88,35500,0,동일스카이씨티(37차),2007,아파트
11350,노원구,10600,중계동,0103,0000,2.0,2023-01-31,월세,51.3,12000,3,동진,1988,아파트
11680,강남구,10800,논현동,0105,0000,2.0,2023-01-31,전세,84.92,59000,0,동현아파트1~6,1985,아파트
11290,성북구,13900,석관동,0010,0000,10.0,2023-01-31,월세,84.9,31500,40,두산,1998,아파트
11530,구로구,10700,개봉동,0472,0000,8.0,2023-01-31,전세,59.69,26000,0,두산,1997,아파트
11110,종로구,12400,수송동,0058,0000,12.0,2023-01-31,월세,35.22,1000,100,두산위브파빌리온,2004,오피스텔
11740,강동구,10600,둔촌동,0446,0008,3.0,2023-01-31,월세,29.56,500,37,둔촌빌,2022,연립다세대
11710,송파구,10300,풍납동,0397,0001,3.0,2023-01-31,월세,14.71,4000,48,드림스페이스II,2014,아파트
11710,송파구,10300,풍납동,0397,0001,4.0,2023-01-31,월세,19.67,5000,46,드림스페이스II,2014,아파트
11740,강동구,10800,성내동,0545,0001,3.0,2023-01-31,전세,55.37,33000,0,드림하이츠1차,2016,연립다세대
11500,강서구,10200,등촌동,0628,0000,4.0,2023-01-31,월세,54.52,3000,105,등촌동노블리움오피스텔,2005,오피스텔
11410,서대문구,11800,홍은동,0400,0003,12.0,2023-01-31,전세,24.98,23000,0,디에이원파크,2019,연립다세대
11410,서대문구,12000,남가좌동,0387,0000,15.0,2023-01-31,전세,13.03,14500,0,디엠씨엘가,2017,아파트
11590,동작구,10700,사당동,1044,0011,8.0,2023-01-31,월세,12.44,1000,60,라온시티,2014,아파트
11200,성동구,11300,옥수동,0561,0000,5.0,2023-01-31,월세,59.25,10000,243,래미안 옥수 리버젠,2012,아파트
11680,강남구,10100,역삼동,0763,0016,3.0,2023-01-31,월세,70.98,55000,150,래미안그레이튼,2009,아파트
11290,성북구,13400,길음동,0498,0000,11.0,2023-01-31,월세,59.99,40000,33,래미안길음센터피스,2019,아파트
11680,강남구,10600,대치동,1027,0000,4.0,2023-01-31,전세,59.99,88500,0,래미안대치팰리스,2015,아파트
11470,양천구,10100,신정동,1326,0000,14.0,2023-01-31,월세,84.95,60000,55,래미안목동아델리체(1326),2021,아파트
11380,은평구,10200,녹번동,0283,0000,5.0,2023-01-31,전세,114.99,79000,0,래미안베라힐즈,2019,아파트
11680,강남구,10500,삼성동,0102,0000,3.0,2023-01-31,전세,128.44,120000,0,래미안삼성1차(201동),2006,아파트
11650,서초구,10800,서초동,1332,0013,4.0,2023-01-31,전세,59.99,60196,0,래미안서초에스티지,2016,아파트
11710,송파구,10400,송파동,0243,0000,28.0,2023-01-31,전세,64.99,57500,0,래미안송파파인탑,2012,아파트
11305,강북구,10300,수유동,0730,0000,13.0,2023-01-31,월세,84.99,35100,35,래미안수유,2001,아파트
11650,서초구,10700,반포동,0018,0001,15.0,2023-01-31,월세,84.93,35000,450,래미안퍼스티지,2009,아파트
11740,강동구,10200,고덕동,0688,0000,2.0,2023-01-31,전세,59.35,52125,0,래미안힐스테이트고덕,2016,아파트
11740,강동구,10200,고덕동,0688,0000,9.0,2023-01-31,전세,59.35,52125,0,래미안힐스테이트고덕,2016,아파트
11740,강동구,10200,고덕동,0688,0000,14.0,2023-01-31,전세,84.9,60000,0,래미안힐스테이트고덕,2016,아파트
11545,금천구,10100,가산동,0139,0003,14.0,2023-01-31,월세,19.96,10000,20,램킨푸르지오시티,2013,오피스텔
11680,강남구,10300,개포동,1194,0001,6.0,2023-01-31,전세,23.44,34000,0,런던빌개포,2021,연립다세대
11680,강남구,10100,역삼동,0765,0015,5.0,2023-01-31,월세,21.56,1000,81,레전드힐,2013,연립다세대
11260,중랑구,10200,상봉동,0190,0049,2.0,2023-01-31,전세,27.48,24500,0,로얄팰리스,2020,연립다세대
11230,동대문구,10100,신설동,0045,0002,2.0,2023-01-31,전세,27.89,25000,0,로얄팰리스,2018,연립다세대
11500,강서구,10600,내발산동,0728,0000,9.0,2023-01-31,전세,84.62,40000,0,롯데1차,2002,아파트
11470,양천구,10300,신월동,1063,0000,1.0,2023-01-31,전세,84.98,43000,0,롯데캐슬,2014,아파트
11650,서초구,10100,방배동,0424,0028,3.0,2023-01-31,전세,59.99,56962,0,롯데캐슬아르떼,2013,아파트
11470,양천구,10200,목동,0956,0000,8.0,2023-01-31,전세,84.99,60000,0,롯데캐슬위너,2005,아파트
11650,서초구,10800,서초동,1312,0003,26.0,2023-01-31,전세,74.3,80000,0,롯데캐슬클래식,2006,아파트
